Time_s,Current_A
1661,0.8454796829977045
1662,0.8422905536211888
1663,0.8391134535652878
1664,0.8359483374556884
1665,0.8327951600892293
1666,0.8296538764332531
1667,0.8265244416249647
1668,0.8234068109707914
1669,0.8203009399457424
1670,0.8172067841927749
1671,0.8141242995221596
1672,0.8110534419108496
1673,0.8079941675018518
1674,0.8049464326036017
1675,0.801910193689337
1676,0.7988854073964782
1677,0.7958720305260079
1678,0.7928700200418545
1679,0.7898793330702776
1680,0.7868999268992556
1681,0.7839317589778754
1682,0.7809747869157249
1683,0.7780289684822876
1684,0.7750942616063403
1685,0.7721706243753504
1686,0.7692580150348789
1687,0.7663563919879836
1688,0.7634657137946246
1689,0.7605859391710732
1690,0.757717026989322
1691,0.754858936276497
1692,0.7520116262142733
1693,0.7491750561382922
1694,0.746349185537579
1695,0.743533974053966
1696,0.7407293814815158
1697,0.7379353677659461
1698,0.7351518930040591
1699,0.7323789174431706
1700,0.7296164014805425
1701,0.7268643056628176
1702,0.7241225906854555
1703,0.7213912173921719
1704,0.7186701467743791
1705,0.7159593399706285
1706,0.7132587582660562
1707,0.7105683630918299
1708,0.7078881160245978
1709,0.7052179787859404
1710,0.7025579132418232
1711,0.6999078814020522
1712,0.6972678454197325
1713,0.6946377675907257
1714,0.692017610353113
1715,0.6894073362866582
1716,0.6868069081122732
1717,0.684216288691486
1718,0.68163544102591
1719,0.6790643282567154
1720,0.6765029136641031
1721,0.6739511606667804
1722,0.6714090328214384
1723,0.6688764938222314
1724,0.6663535075002582
1725,0.6638400378230465
1726,0.6613360488940367
1727,0.6588415049520713
1728,0.656356370370882
1729,0.6538806096585826
1730,0.651414187457161
1731,0.6489570685419754
1732,0.6465092178212498
1733,0.6440706003355738
1734,0.6416411812574031
1735,0.6392209258905621
1736,0.6368097996697482
1737,0.6344077681600384
1738,0.6320147970563974
1739,0.6296308521831879
1740,0.6272558994936817
1741,0.6248899050695748
1742,0.622532835120502
1743,0.6201846559835542
1744,0.6178453341227983
1745,0.615514836128798
1746,0.6131931287181362
1747,0.6108801787329408
1748,0.6085759531404096
1749,0.6062804190323396
1750,0.6039935436246575
1751,0.6017152942569498
1752,0.5994456383919976
1753,0.5971845436153117
1754,0.5949319776346695
1755,0.592687908279654
1756,0.5904523035011942
1757,0.5882251313711074
1758,0.5860063600816434
1759,0.5837959579450296
1760,0.5815938933930199
1761,0.5794001349764419
1762,0.5772146513647494
1763,0.5750374113455736
1764,0.5728683838242786
1765,0.5707075378235166
1766,0.5685548424827854
1767,0.5664102670579882
1768,0.564273780920994
1769,0.5621453535592005
1770,0.5600249545750982
1771,0.5579125536858361
1772,0.5558081207227896
1773,0.5537116256311295
1774,0.5516230384693924
1775,0.5495423294090537
1776,0.5474694687341011
1777,0.5454044268406105
1778,0.5433471742363228
1779,0.5412976815402238
1780,0.539255919482123
1781,0.5372218589022366
1782,0.5351954707507709
1783,0.5331767260875072
1784,0.5311655960813888
1785,0.5291620520101089
1786,0.5271660652597007
1787,0.5251776073241281
1788,0.5231966498048801
1789,0.5212231644105636
1790,0.5192571229564997
1791,0.517298497364322
1792,0.5153472596615746
1793,0.5134033819813133
1794,0.5114668365617072
1795,0.5095375957456427
1796,0.5076156319803276
1797,0.5057009178168985
1798,0.5037934259100287
1799,0.5018931290175374
1800,0.5
